code,url,creator,product_name,generic_name,quantity,packaging,packaging_tags,packaging_en,packaging_text,brands,brands_tags,categories,categories_tags,categories_en,origins,origins_tags,origins_en,manufacturing_places,manufacturing_places_tags,labels,labels_tags,labels_en,emb_codes,emb_codes_tags,stores,countries,countries_tags,countries_en,ingredients_text,ingredients_tags,ingredients_analysis_tags,allergens,traces,traces_tags,traces_en,serving_size,serving_quantity,no_nutrition_data,additives_n,additives_tags,additives_en,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,food_groups,food_groups_tags,food_groups_en,states,states_tags,states_en,brand_owner,ecoscore_score,ecoscore_grade,nutrient_levels_tags,product_quantity,data_quality_errors_tags,completeness,main_category,main_category_en,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,energy-kj_100g,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,butyric-acid_100g,caproic-acid_100g,caprylic-acid_100g,capric-acid_100g,lauric-acid_100g,myristic-acid_100g,palmitic-acid_100g,stearic-acid_100g,arachidic-acid_100g,behenic-acid_100g,lignoceric-acid_100g,cerotic-acid_100g,montanic-acid_100g,melissic-acid_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,alpha-linolenic-acid_100g,eicosapentaenoic-acid_100g,docosahexaenoic-acid_100g,linoleic-acid_100g,arachidonic-acid_100g,gamma-linolenic-acid_100g,dihomo-gamma-linolenic-acid_100g,oleic-acid_100g,elaidic-acid_100g,gondoic-acid_100g,mead-acid_100g,erucic-acid_100g,nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,maltodextrins_100g,starch_100g,polyols_100g,erythritol_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,added-salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g,sulphate_100g,nitrate_100g,acidity_100g,nutriscore_score_final,nutriscore_grade_final
8.91E+12,http://world-en.openfoodfacts.org/product/8906062600375/e-millet-cookies-moon-foods,openfoodfacts-contributors,e-Millet cookies,,150g,,,,,Moon Foods,moon-foods,Ragi biscuits,en:ragi-biscuits,Ragi-biscuits,,,,Tamil Nadu,tamil-nadu,,,,,,,India,en:india,India,"Finger Millet Flour, Atta, Cane Sugar, Vegetable Oils & Salt","en:finger-millet,en:cereal,en:millet,en:atta,en:cane-sugar,en:added-sugar,en:disaccharide,en:sugar,en:vegetable-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:salt","en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,,,,,0,,,,unknown,3,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo selected,Photos uploaded",,,unknown,en:fat-in-high-quantity,150,,0.6875,en:ragi-biscuits,Ragi-biscuits,https://images.openfoodfacts.org/images/products/890/606/260/0375/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/606/260/0375/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/606/260/0375/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/606/260/0375/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/606/260/0375/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/606/260/0375/nutrition_en.10.200.jpg,,505.6,2115,,23.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5,0,,,,,,,,,,,0.37,,,5.3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,4,c
8.91E+12,http://world-en.openfoodfacts.org/product/8906058611194/oats-gaia,krishanti,Oats,,500g,,,,,Gaia,gaia,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Oat","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:oat","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Oat",,,,,,,,,,,,India,en:india,India,Oats,"en:oat,en:cereal","en:palm-oil-free,en:vegan,en:vegetarian",en:gluten,,,,,,,0,,,-3,a,1,Cereals and potatoes,Cereals,en:cereals,"en:cereals-and-potatoes,en:cereals","Cereals and potatoes,Cereals","en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-to-be-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-to-be-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo to be selected,Photos uploaded",,66,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",500,,0.6625,en:oat,Oat,,,,,https://images.openfoodfacts.org/images/products/890/605/861/1194/nutrition_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/605/861/1194/nutrition_en.4.200.jpg,,414.33,1734,,10.49,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.02,2.01,,,,,,,,,,,10.39,,,10.96,,,,0.00785,,0.00314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-3,,,,,,,,,,,,-2,a
8.91E+12,http://world-en.openfoodfacts.org/product/8906053813166/jaggery-powder-paawak,krishanti,JAGGERY POWDER,,500g,,,,,Paawak,paawak,Jaggery,en:jaggery,Jaggery,,,,,,"Vegetarian, Green Dot India","en:vegetarian,en:green-dot-india","Vegetarian,Green Dot India",,,,India,en:india,India,Jaggery,en:jaggery,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian",,,,,,,,0,,,14,d,,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-to-be-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-to-be-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo to be selected,Photos uploaded",,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",500,,0.6625,en:jaggery,Jaggery,,,,,https://images.openfoodfacts.org/images/products/890/605/381/3166/nutrition_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/605/381/3166/nutrition_en.4.200.jpg,,383,1602,,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,90,,,,,,,,,,,,,,0.4,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,0,,,,,,14,,,,,,,,,,,,19,e
8.91E+12,http://world-en.openfoodfacts.org/product/8906049492634/thoughtful-organic-whole-wheat-namdharis,openfoodfacts-contributors,Thoughtful Organic Whole Wheat,,1kg,Plastic,en:plastic,Plastic,,Namdharis,namdharis,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,Whole wheat flours","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:flours,en:cereal-flours,en:wheat-flours,en:whole-wheat-flours","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,Whole wheat flours",India,en:india,India,,,,,,,,,India,en:india,India,Whole Wheat,"en:whole-wheat,en:cereal,en:wheat","en:palm-oil-free,en:vegan,en:vegetarian",,,,,,,,0,,,,unknown,1,Cereals and potatoes,Cereals,en:cereals,"en:cereals-and-potatoes,en:cereals","Cereals and potatoes,Cereals","en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:origins-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics completed,Origins completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo selected,Photos uploaded",,79,b,en:fat-in-low-quantity,1000,,0.8875,en:whole-wheat-flours,Whole wheat flours,https://images.openfoodfacts.org/images/products/890/604/949/2634/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/604/949/2634/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/604/949/2634/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/604/949/2634/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/890/604/949/2634/nutrition_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/604/949/2634/nutrition_en.8.200.jpg,,372,1556,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,12.17,,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,-5,a
8.91E+12,http://world-en.openfoodfacts.org/product/8906048500835/protinex-original,balaji-ramavathu,Protinex Original,,250 g,,,,,Protinex,protinex,Dietary supplements,en:dietary-supplements,Dietary supplements,,,,,,,,,,,,India,en:india,India,"Peanut protein hydrolysate (56%), sugar, malt extract, maltodextrin, minerals (tribasic calcium phosphate, ferrous gluconate), choline bitartrate vitamins (ascorbic acid, niacinamide, d-alpha tocopheryl acetate, phytomenadione retinyl palmitate, thiamine mdnonitrate, ergocalciferol, riboflavin, pantothenol, pyridoxine hydrochloride, folic acid, cyanocobalamin, d-biotin).","en:peanut-protein-hydrolysate,en:sugar,en:added-sugar,en:disaccharide,en:malt-extract,en:cereal,en:malt,en:maltodextrin,en:minerals,en:choline-bitartrate-vitamins,en:tribasic-calcium-phosphate,en:e579,en:e300,en:e375,en:d-alpha-tocopheryl-acetate,en:vitamin-e,en:phytomenadione-retinyl-palmitate,en:thiamine-mdnonitrate,en:ergocalciferol,en:vitamin-d,en:e101,en:pantothenol,en:pyridoxine-hydrochloride,en:vitamins,en:vitamin-b6,en:folic-acid,en:folate,en:cyanocobalamin,en:vitamin-b12,en:d-biotin,en:biotin","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,,30g,30,,0,,,13,d,4,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo selected,Photos uploaded",,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",250,,0.6875,en:dietary-supplements,Dietary supplements,https://images.openfoodfacts.org/images/products/890/604/850/0835/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/604/850/0835/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/604/850/0835/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/604/850/0835/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/604/850/0835/nutrition_en.27.400.jpg,https://images.openfoodfacts.org/images/products/890/604/850/0835/nutrition_en.27.200.jpg,,354,1481,,0.5,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3,32,29,,,,,,,,,,,,,34,,,,0.6125,,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,13,,,,,,,,,,,,16,d
8.91E+12,http://world-en.openfoodfacts.org/product/8906046640649/cashews-kalbavi,krishanti,CASHEWS,,500g,,,,,Kalbavi,kalbavi,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Cashew nuts,CASHEWS","en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:cashew-nuts,en:cashews","Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Cashew nuts,Cashews",,,,,,,,,,,,India,en:india,India,CASHEWS,"en:cashew-nuts,en:nut,en:tree-nut","en:palm-oil-free,en:vegan,en:vegetarian",en:nuts,,,,30g,30,,0,,,1,b,1,Salty snacks,Nuts,en:nuts,"en:salty-snacks,en:nuts","Salty snacks,Nuts","en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo selected,Photos uploaded",,23,d,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",500,,0.6875,en:cashews,Cashews,https://images.openfoodfacts.org/images/products/890/604/664/0649/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/604/664/0649/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/604/664/0649/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/604/664/0649/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/604/664/0649/nutrition_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/604/664/0649/nutrition_en.3.200.jpg,,553,2310,,44,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,6,,,,,,,,,,,3,,,18,,,,0.03,,0.012,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,100,,,,,,1,,,,,,,,,,,,9,c
8.91E+12,http://world-en.openfoodfacts.org/product/8906045140614/concentrate-whey-protein-unflavoured-nutrabay-pure,smoothie-app,Concentrate Whey Protein Unflavoured,,1 kg,,,,,Nutrabay Pure,nutrabay-pure,"Dietary supplements,Bodybuilding supplements,Protein powders","en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders","Dietary supplements,Bodybuilding supplements,Protein powders",,,,,,"No gluten,No added sugar,Green Dot India","en:no-gluten,en:vegetarian,en:green-dot-india,en:no-added-sugar","No gluten,Vegetarian,Green Dot India,No added sugar",,,,India,en:india,India,Whey Protein Concentrate (Cross-Flow Microfiltered),"en:whey-protein,en:protein,en:animal-protein,en:milk-proteins,en:cross-flow-microfiltered","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian",,,,,,,,0,,,11,d,4,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:packaging-photo-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:packaging-photo-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos validated,Packaging photo selected,Nutrition photo selected,Ingredients photo selected,Front photo selected,Photos uploaded",,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-moderate-quantity,en:salt-in-moderate-quantity",1000,,0.7,en:protein-powders,Protein powders,https://images.openfoodfacts.org/images/products/890/604/514/0614/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/604/514/0614/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/604/514/0614/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/604/514/0614/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/604/514/0614/nutrition_en.16.400.jpg,https://images.openfoodfacts.org/images/products/890/604/514/0614/nutrition_en.16.200.jpg,,409,1711,,7.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.308,7.7,7.7,,,,,,,,,,,,,,77.9,,,,0.5525,,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,11,,,,,,,,,,,,12,d
8.91E+12,http://world-en.openfoodfacts.org/product/8906043701435/premium-milk-omfed,smoothie-app,Premium Milk,,500ml,,,,,Omfed,omfed,"Dairies,Milks","en:dairies,en:milks","Dairies,Milks",,,,,,,,,,,,India,en:india,India,"Milk, Vitamin A & Vitamin D","en:milk,en:dairy,en:vitamins,en:vitamin-a,en:vitamin-d","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",en:milk,,,,,,,0,,,,unknown,1,Milk and dairy products,Milk and yogurt,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt","Milk and dairy products,Milk and yogurt","en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo selected,Photos uploaded",,37,d,en:fat-in-moderate-quantity,500,,0.6875,en:milks,Milks,https://images.openfoodfacts.org/images/products/890/604/370/1435/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/604/370/1435/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/604/370/1435/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/604/370/1435/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/604/370/1435/nutrition_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/604/370/1435/nutrition_en.11.200.jpg,,63.5,266,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,-1,a
8.91E+12,http://world-en.openfoodfacts.org/product/8906038500074/wheat-flour,foodless,Wheat flour,,5 kg,,,,,,,,,,,,,,,,,,,,,en:India,en:india,India,wheat,"en:wheat,en:cereal","en:palm-oil-free,en:vegan,en:vegetarian",,,,,,,,0,,,,unknown,,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-to-be-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo to be selected,Ingredients photo to be selected,Front photo selected,Photos uploaded",,,unknown,,5000,,0.4625,,,https://images.openfoodfacts.org/images/products/890/603/850/0074/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/603/850/0074/front_en.3.200.jpg,,,,,,351,1469,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,-1,a
